"address","latitude","longitude","business_name"
"3927 West Eight  Mile","42.4458700000","-83.1395200000","Fifth Third Bank"
"1561 Rosa Parks Boulevard","42.3270073000","-83.0696793000","Raymond & Rosa Parks"
"15811 ROSA PARKS BOULEVARD","42.4093208000","-83.1186981000","GREATER NORTHWEST CHURCH OF GD IN CHRIST"
"16339 Rosa Parks Boulevard","42.4116898000","-83.1188431000","UNITED SISTERS OF CHARITY"
"177 Rosa Parks Boulevard","42.3209267000","-83.0662003000","TRANSFLO TERMINAL SERVICES, INC."
"177 Rosa Parks Boulevard","42.3209267000","-83.0662003000","TRANSFLOW TERMINAL SERVICES, INC."
"1924 Rosa Parks Boulevard","42.3293419000","-83.0701904000","C.D.S. PROPERTIES"
"1927 Rosa Parks Boulevard","42.3283882000","-83.0710678000","LAUTREC, LTD."
"2638 Rosa Parks Boulevard","42.3349915000","-83.0738525000","MARIE GIACALONE"
"2700 Rosa Parks Boulevard","42.3352509000","-83.0738831000","KENDALL PLACE APTS"
"2737 Rosa Parks Boulevard","42.3354950000","-83.0745163000","FRIENDS OF SPAULDING COURT"
"918 West BOSTON Boulevard","42.3658116000","-83.0793068000","MOTOWN MANSION - EVENTS"
"2747 Rosa Parks Boulevard","42.3355446000","-83.0745468000","FRIENDS OF SPAULDING  COURT"
"2950 Rosa Parks Boulevard","42.3374710000","-83.0749664000","TOTAL ARMORED CAR"
"2959 Rosa Parks Boulevard","42.3372307000","-83.0758209000","JONES, FRANK"
"2995 Rosa Parks Boulevard","42.3376007000","-83.0760498000","JUNAB ALI"
"3050 Rosa Parks Boulevard","42.3377075000","-83.0754013000","BART'S TRUCK STOP"
"3408 Rosa Parks Boulevard","42.3398018000","-83.0764771000","WAI-MING LAU"
"4333 Rosa Parks Boulevard","42.3461761000","-83.0805969000","DETROIT HIGH SCHOOL FOR FINE & PERFORMING ARTS"
"4800 Rosa Parks Boulevard","42.3498535000","-83.0822754000","JOHN DIETER TRAINABLE CENTER"
"5150 Rosa Parks Boulevard","42.3524513000","-83.0836182000","D H T TRANSPORTATION CHARTER SERVICE"
"5201 Rosa Parks Boulevard","42.3530617000","-83.0850830000","STATE OF MICHIGAN/DEPT OF TRANSPORTATION"
"5505 Rosa Parks Boulevard","42.3548889000","-83.0857086000","VACANT"
"5784 Rosa Parks Boulevard","42.3578491000","-83.0864868000","VACANT"
"8431 ROSA PARKS Boulevard","42.3710709000","-83.0963211000","CITY OF DETROIT-PARKS & RECREATION DEPT-JOSEPH WALKER WILLIAMS RECREATION CENTER"
"8631 Rosa Parks Boulevard","42.3723412000","-83.0968018000","Simply Fashions"
"8665 Rosa Parks Boulevard","42.3727112000","-83.0970535000","FAMILY FOODS"
"8667 ROSA PARKS Boulevard","42.3727347000","-83.0970669000","FAMILY DOLLAR #30385"
"8669 Rosa Parks Boulevard","42.3727570000","-83.0970840000","DOLLAR CITY"
"8671 Rosa Parks Boulevard","42.3727722000","-83.0970917000","VIRGINIA PARK COMMUNITY SHOPPI"
"8679 Rosa Parks Boulevard","42.3729935000","-83.0972519000","LEE'S BEAUTY"
"10022 Roseberry","42.4079208000","-82.9864883000","ROSEBERRY LIQUOR STORE"
"10040 Roseberry","42.4082108000","-82.9865417000","RG APT"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND - OFFICE/MANUFACTURING"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND STAMPING - MANUFACTURING"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND STAMPING - OFFICE (MASTER MAINTENANCE)"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND STAMPING - PACKING & SHIPPING"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND STAMPING - STORAGE"
"1110 Rosedale Court","42.3940544000","-83.0790329000","OAKLAND STAMPING - WELDING/ASSEMBLY"
"1110 Rosedale Court","42.3940544000","-83.0790329000","Oakland Stamping LLC"
"1111 Rosedale Court","42.3943176000","-83.0791321000","DETROIT AUTOMOTIVE INTERIORS"
"1112 Rosedale Court","42.3940582000","-83.0790253000","L & W Group"
"1112 Rosedale Court","42.3940582000","-83.0790253000","STAMP & ASSEMBLY PLANT #3"
"15325 Roselawn","42.4030914000","-83.1517334000","CEDELL GRAY"
"1 RENAISSANCE Drive","42.3293419000","-83.0414581000","MARIOTT HOTEL"
"21124 Schoolcraft","42.3862991000","-83.2483521000","Basic Property Management (BlackStone Apt.)"
"7650 Second","42.3721085000","-83.0776901000","JACKSON LAND HOLDING COMPANY LLC/ BARSAMIAN"
"7700 Second","42.3723907000","-83.0782776000","THE WELLNESS PLAN"
"17500 Roselawn","42.4208298000","-83.1521988000","BABB, WENDY"
"21200 Schoolcraft","42.3862915000","-83.2490921000","POOLE'S AUTO"
"414 Renaissance Drive","42.3292007000","-83.0411606000","PARADE COMPANY FIREWORKS"
"18977 Schaefer","42.4299700000","-83.1806200000","David Ellis Academy"
"8045 Second","42.3734894000","-83.0798798000","Evans Solutions Inc."
"18980 Schaefer","42.4302940000","-83.1802444000","DYSON'S QUALITY FOODS"
"8220 Second","42.3744087000","-83.0794220000","NAACP"
"19190 Schaefer","42.4322014000","-83.1801987000","GREATER EMANUEL COGIC"
"12150 Schaefer","42.3772011000","-83.1777802000","Schaefer Place Apts."
"4875 Renville","42.3291092000","-83.1447678000","Kelly Rafferty"
"8231 Second","42.3742981000","-83.0799484000","MT. ZION NEW COVENANT BAPTIST CHURCH"
"19207 Schaefer","42.4326782000","-83.1808777000","Gunn & Associates, P.c."
"4001 West Eight  Mile","42.4458500000","-83.1403900000","Bank Of America"
"12219 Schaefer","42.3774185000","-83.1784973000","GAFT PROPERTY MANAGEMENT"
"2516 Richton","42.3865204000","-83.1159363000","NELSON, EDDIE"
"8255 Second","42.3746490000","-83.0804062000","Endue Adult Day Program"
"20192 Schaefer","42.4417496000","-83.1804733000","NORFOLK VILLAGE COND0MINIUMS"
"17503 Roselawn","42.4208183000","-83.1528702000","ROZIER, FRANCINE"
"9384 Rutherford","42.3649101000","-83.2023926000","ALEXANDER COURT APARTMENTS"
"21200 Schoolcraft","42.3862915000","-83.2490921000","Schoolcraft Auto Repair"
"15539 SCHOOLCRAFT","42.3869057000","-83.1989212000","HOUSE OF SOUL FOOD"
"15547 Schoolcraft","42.3869057000","-83.1991653000","Detroit Wireless LLC"
"15735 Schoolcraft","42.3867493000","-83.2012863000","SPECIAL WAY FOODS"
"16005 Schoolcraft","42.3867111000","-83.2033386000","JEAN HARDAWAY"
"16041 Schoolcraft","42.3866997000","-83.2037735000","AMBASSADOR ARMS APTS, LLC"
"8090 Seven Mile  East","42.4338264000","-83.0244217000","Dollar Crown"
"16104 Schoolcraft","42.3871384000","-83.2046585000","JEFFREY MINOR REPAIRS"
"16135 Schoolcraft","42.3866806000","-83.2048798000","SUPREME FOOD CENTER"
"16233 Schoolcraft","42.3867722000","-83.2060242000","LIQUOR LAND"
"16247 Schoolcraft","42.3866501000","-83.2062912000","MILTON FERGUSON"
"16611 Schoolcraft","42.3865089000","-83.2107315000","Detroit Roller Wheels"
"16801 Schoolcraft","42.3856010000","-83.2119370000","DANIEL ELECTRIC CO. (CONTRACTOR)"
"16801 Schoolcraft","42.3856010000","-83.2119370000","GREATER BURNETTE BAPTIST CHURC"
"16901 Schoolcraft","42.3864899000","-83.2128220000","CHILDRENS CORNER"
"17021 Schoolcraft","42.3864594000","-83.2142868000","SUPERLAND MARKET"
"17221 Schoolcraft","42.3866051000","-83.2147351000","Dabaja Mobile Service"
"17611 Schoolcraft","42.3864300000","-83.2152300000","CRAFT CAR CARE"
"17611 Schoolcraft","42.3864403000","-83.2153091000","DISCOUNT AUTO REPAIR"
"17621 Schoolcraft","42.3864288000","-83.2155685000","MORGAN DRY CLEANERS"
"17631 Schoolcraft","42.3864288000","-83.2156830000","Schoolcraft Cleaners, LLC"
"17641 Schoolcraft","42.3864288000","-83.2159119000","MARIE'S MANOR INC"
"17721 Schoolcraft","42.3864288000","-83.2182922000","Mobil Gas (Dabaja Mobil Service Station & ( Auto& Truck repair garage))"
"17741 SCHOOLCRAFT","42.3865852000","-83.2166443000","ASHTON LIQUOR"
"18201 Schoolcraft","42.3865509000","-83.2187347000","FAMILY DOLLAR #30350"
"18241 Schoolcraft","42.3863983000","-83.2195129000","BVR SERVICES LLC"
"2409 West Fort","42.3190000000","-83.0732900000","Iglesia Hispanic Ebenezer"
"18333 Schoolcraft","42.3863716000","-83.2205811000","F.J. K Enterprise, LLC"
"18500 Schoolcraft","42.3868217000","-83.2225037000","Dairy Treat"
"18514 Schoolcraft","42.3868103000","-83.2227783000","Hawk's Barber  Shop"
"18516 Schoolcraft","42.3866997000","-83.2228165000","Yusef's Place II"
"18519 Schoolcraft","42.3862801000","-83.2227478000","FIRE SYSTEM OF MICHIGAN"
"18519 Schoolcraft","42.3862801000","-83.2227478000","GENE'S BARBEQUE"
"18522 Schoolcraft","42.3868103000","-83.2228928000","Taste Like Mama's Soul Food"
"18526 Schoolcraft","42.3868103000","-83.2229614000","New Resurrection Church"
"18535 Schoolcraft","42.3864288000","-83.2230911000","VACANT"
"18541 Schoolcraft","42.3862686000","-83.2231598000","VACANT"
"18547 Schoolcraft","42.3862686000","-83.2232895000","Greater EL-Beth-EL"
"18605 SCHOOLCRAFT","42.3862610000","-83.2238007000","PRIMARY COLORS EARLY CHILDHOOD CENTER"
"18614 Schoolcraft","42.3867912000","-83.2239227000","New Resurrection Faith Ministries, Inc"
"18619 Schoolcraft","42.3862495000","-83.2240219000","MARV'S AUTO LLC"
"18619 Schoolcraft","42.3862495000","-83.2240219000","Marv's Auto Repair"
"18641 Schoolcraft","42.3862381000","-83.2244034000","VACANT"
"18646 Schoolcraft","42.3867798000","-83.2244720000","MICHAEL MANAGEMENT CO"
"21254 Schoolcraft","42.3862686000","-83.2498779000","VACANT"
"9385 Rutherford","42.3648987000","-83.2027512000","Elite Property Management"
"8255 SECOND","42.3746490000","-83.0804062000","ENDUE ADULT DAYCARE"
"12220 Schaefer","42.3774986000","-83.1777878000","CAPITAL FOOD MARKET"
"2630 Richton","42.3861389000","-83.1181107000","DURDEN, CHARLENE DENISE"
"20206 Schaefer","42.4418488000","-83.1804504000","Norfolk Condominiums"
"18090 Roselawn","42.4238100000","-83.1522899000","Rosie Jones"
"18700 Schoolcraft","42.3867607000","-83.2249985000","Schoolcraft Express"
"18711 Schoolcraft","42.3862305000","-83.2250824000","KARRIEM JABBAAR"
"18726 Schoolcraft","42.3867493000","-83.2254181000","Celebrity Barber Shop"
"18729 Schoolcraft","42.3862190000","-83.2254333000","Sparkle Cleaners"
"18735 Schoolcraft","42.3862190000","-83.2255783000","MARIES"
"18741 Schoolcraft","42.3862114000","-83.2257385000","VACANT"
"18742 Schoolcraft","42.3867493000","-83.2257309000","Apartment Building"
"18900 Schoolcraft","42.3867302000","-83.2262878000","Dr. John E. Morrison, Jr."
"18929 Schoolcraft","42.3861885000","-83.2266693000","Pinky's Shuga Shck, Inc."
"18930 Schoolcraft","42.3867188000","-83.2267227000","VACANT"
"18940 Schoolcraft","42.3867188000","-83.2268829000","VACANT"
"19010 Schoolcraft","42.3866882000","-83.2274780000","VACANT"
"19020 Schoolcraft","42.3866806000","-83.2278519000","MARIE'S MANOR INC."
"19030 Schoolcraft","42.3865814000","-83.2278595000","MARIE'S MANOR INC."
"19044 Schoolcraft","42.3866806000","-83.2281494000","JONES,MCNEAL"
"19119 Schoolcraft","42.3861500000","-83.2287400000","SUCCARDE"
"19126 Schoolcraft","42.3866615000","-83.2288513000","NETWORK TOWING"
"19200 Schoolcraft","42.3866310000","-83.2300415000","Kassey's"
"19205 Schoolcraft","42.3862724000","-83.2299423000","Vickie's Bar & Grill"
"19245 Schoolcraft","42.3861008000","-83.2305298000","L M & H ENTERPRISE"
"19300 SCHOOLCRAFT","42.3865166000","-83.2310257000","BABBIES Market"
"19300 SCHOOLCRAFT","42.3865147000","-83.2310271000","MARTIN MARKET"
"19300 SCHOOLCRAFT","42.3865147000","-83.2310271000","MARTIN Y H INC / DBA: SCHOOLCRAFT LIQUOR"
"19300 SCHOOLCRAFT","42.3865147000","-83.2310271000","SCHOOLCRAFT MARKET"
"19313 Schoolcraft","42.3860893000","-83.2311707000","Krispy Kustoms"
"19323 Schoolcraft","42.3860817000","-83.2313995000","Golden star Market"
"19335 Schoolcraft","42.3862381000","-83.2316895000","Impressive Cuts"
"19338 Schoolcraft","42.3866386000","-83.2316971000","Four Winds Lounge"
"19339 Schoolcraft","42.3860817000","-83.2316971000","CHEVELL'S LLC DBA WESTWOOD LOUNGE"
"19339 Schoolcraft","42.3860800000","-83.2316100000","Westwood Lounge"
"19441 SCHOOLCRAFT","42.3860512000","-83.2328491000","BILLY'S CONEY ISLAND"
"19444 Schoolcraft","42.3866299000","-83.2325199000","MB FUEL MART LLC."
"19444 Schoolcraft","42.3866196000","-83.2326202000","Metro P.C.S  (Suite 2)"
"19512 Schoolcraft","42.3866005000","-83.2336578000","VACANT"
"19610 Schoolcraft","42.3865700000","-83.2347336000","Starlight Temple of Truth Kingdom Builders"
"19620 Schoolcraft","42.3865700000","-83.2349472000","JORDAN CUSTOM CABINETS"
"19635 Schoolcraft","42.3860016000","-83.2352829000","HAYSE KEELING"
"19635 Schoolcraft","42.3860016000","-83.2352829000","METRO TIRE EXPRESS"
"19646 Schoolcraft","42.3864400000","-83.2347000000","NEW ANDERSON TEMPLE BAPTIST CHURCH"
"19661 Schoolcraft","42.3859901000","-83.2358017000","HELLENIC AUTOMATIC VENDING INC"
"19661 Schoolcraft","42.3859900000","-83.2357100000","TAAMNEH"
"19808 Schoolcraft","42.3865509000","-83.2360001000","STAR PLAZA"
"19836 Schoolcraft","42.3865395000","-83.2364120000","EXPRESS INC."
"19841 SCHOOLCRAFT","42.3859800000","-83.2362000000","FUN ON THE RUN SOUL FOOD CATERING"
"19841 SCHOOLCRAFT","42.3859711000","-83.2362976000","H & B Gas Inc. Citgo Gas station"
"19841 SCHOOLCRAFT","42.3859711000","-83.2362976000","HMS TRADING INC"
"20001 SCHOOLCRAFT","42.3861100000","-83.2368400000","SONNY'S HAMBURGERS"
"20040 Schoolcraft","42.3864899000","-83.2374191000","7 Craft"
"20121 Schoolcraft","42.3859291000","-83.2384033000","AL'S AUTO SALES AND SERVICE"
"20121 Schoolcraft","42.3859291000","-83.2384033000","Mark Reliable Auto, Inc."
"20211 Schoolcraft","42.3859215000","-83.2392120000","House of Vino"
"20524 Schoolcraft","42.3863983000","-83.2427368000","American Tower Corporation - Site #305405 Schoolcraft MI 1"
"20528 Schoolcraft","42.3863983000","-83.2428513000","Rain Motor Sales"
"20616 Schoolcraft","42.3863792000","-83.2437210000","VACANT"
"20936 Schoolcraft","42.3863182000","-83.2475586000","Ron-Fab"
"20936 Schoolcraft","42.3863182000","-83.2475586000","RON-FAB CO"
"20936 Schoolcraft","42.3863182000","-83.2475586000","RON-FAB CO."
"21306 Schoolcraft","42.3862686000","-83.2503586000","Guilo's Market"
"21446 Schoolcraft","42.3862305000","-83.2525330000","New Life Apostolic Church"
"21500 Schoolcraft","42.3862114000","-83.2534866000","Genesis New Beginnings Ministries"
"21562 Schoolcraft","42.3862000000","-83.2545013000","VACANT"
"21566 Schoolcraft","42.3861885000","-83.2547302000","Universal Weatherstrip Co"
"21706 Schoolcraft","42.3861809000","-83.2552185000","A & B GARAGE, INC."
"21706 Schoolcraft","42.3861809000","-83.2552185000","Brightmoore Oil & lube"
"21746 SCHOOLCRAFT","42.3861694000","-83.2556992000","ALHALEMI GAS & MART INC."
"22022 Schoolcraft","42.3862190000","-83.2571869000","VACANT"
"22022 Schoolcraft","42.3862190000","-83.2571869000","VACANT"
"12333 Schaefer","42.3785095000","-83.1783447000","FOX MANUFACTURING INC"
"22344 Schoolcraft","42.3863182000","-83.2611313000","VACANT"
"22400 Schoolcraft","42.3863182000","-83.2616806000","G & M & Sons"
"12333 Schaefer","42.3785095000","-83.1783447000","WOODBRIDGE COMPANY"
"22450 Schoolcraft","42.3865089000","-83.2622070000","GOD LAND UNITY"
"9911 Rutherford","42.3679810000","-83.2024994000","Welton  Crawford"
"8616 Second","42.3780098000","-83.0819016000","JOHNNIE MAE CUNNIGHAM"
"12343 Schaefer","42.3786125000","-83.1783524000","SUPREME WINDOW FACTORY"
"2638 Richton","42.3860817000","-83.1182785000","AUDREY BRYANT"
"20216 Schaefer","42.4420395000","-83.1804810000","Norfolk Condominiums"
"8900 Roselawn","42.3605995000","-83.1491470000","USHER OIL SERVICE INC."
"15716 Seven Mile  West","42.4305038000","-83.2024078000","Top Shelf Barber and Beauty"
"15850 Seven Mile  West","42.4305801000","-83.2039185000","MO Heads Barber Shop"
"17344 Seven Mile  West","42.4303894000","-83.2147827000","JASON'S SUPERFOOD"
"18901 Seven Mile  West","42.4295883000","-83.2277527000","SEVEN MILE HOLDINGS LLC"
"18911 Seven Mile  West","42.4295883000","-83.2279587000","S.K.R.T., INC."
"13972 RUTHERFORD  Street","42.3880119000","-83.2033234000","PROPERTY OWNER"
"18923 Seven Mile  West","42.4295883000","-83.2281876000","S.K.R.T., INC."
"14180 Rutland","42.3903198000","-83.2129974000","Jaunita horton"
"8711 Second","42.3785896000","-83.0828171000","LEE CREST LLC."
"12389 Schaefer","42.3794289000","-83.1792297000","MOTOR CITY PIPE AND SUPPLY"
"8902 SECOND","42.3803406000","-83.0836182000","CAFE SONSHINE"
"7222 Rutland","42.3448296000","-83.2124329000","WESTPARK MANOR APARTMENTS"
"19312 Seven Mile  West","42.4298897000","-83.2325439000","PERI'S"
"23333 Schoolcraft","42.3852577000","-83.2678299000","Saint Paul of The Cross Retreat"
"2665 Richton","42.3854485000","-83.1183624000","REALTY WORLD NEWPORT"
"20233 SCHAEFER","42.4427400000","-83.1811800000","20233 Schaefer"
"9000 Roselawn","42.3611908000","-83.1491623000","USHER OIL SERVICE INC."
"7228 Rutland","42.3456306000","-83.2124786000","WESTPARK MANOR APARTMENTS"
"9030 Roselawn","42.3614197000","-83.1491699000","USHER OIL SERVICE INC"
"20233 SCHAEFER","42.4427400000","-83.1811800000","Dumpster in street"
"7232 Rutland","42.3456345000","-83.2124786000","WESTPARK MANOR APARTMENTS"
"13119 Schaefer","42.3839607000","-83.1787796000","I GAS FUEL INC"
"4222 Second  Avenue","42.3503189000","-83.0657196000","Mario's on Second"
"9120 Roselawn","42.3625908000","-83.1492004000","Gillett Waste Paper Recycling"
"20234 Schaefer","42.4421387000","-83.1804581000","NORFOLK VILLAGE CONDOS"
"7236 Rutland","42.3456383000","-83.2124786000","WESTPARK MANOR APARTMENTS"
"23636 Schoolcraft","42.3860703000","-83.2723007000","INFINITY PARK APARTMENTS"
"2675 Richton","42.3853912000","-83.1185303000","SIMPCO ENTERPRISES"
"20246 Schaefer","42.4422913000","-83.1804199000","Norfolk Condominiums"
"7240 Rutland","42.3456459000","-83.2124786000","WESTPARK MANOR APARTMENTS"
"9190 Roselawn","42.3635788000","-83.1492462000","FOUNDRY TESTING EQUIPMENT CO INC"
"13150 SCHAEFER","42.3841400000","-83.1780014000","LUCKY GAS INC. MOBIL GAS STATION"
"4632 SECOND AVE","42.3529091000","-83.0670166000","Dally in the Alley 40th Annual"
"23838 Schoolcraft","42.3860207000","-83.2735977000","TUSCAN PARK APARTMENTS"
"13400 Schaefer","42.3857384000","-83.1779633000","METROPOLITAN CHURCH OF GOD"
"7244 Rutland","42.3456497000","-83.2124786000","WESTPARK MANOR APARTMENTS"
"9310 Roselawn","42.3638306000","-83.1492462000","R.K. PARTS COMPANY"
"20256 Schaefer","42.4424706000","-83.1804504000","Norfolk Condominiums"
"2722 Richton","42.3855591000","-83.1196671000","SMALL, HEBERT C"
"19700 Seven Mile  West","42.4299088000","-83.2369766000","KATZ, WOLF, CLARA, BEN & CHARLOTTE"
"19721 Seven Mile  West","42.4293289000","-83.2372284000","Crab House"
"20001 Seven Mile  West","42.4289589000","-83.2393417000","WALGREENS"
"20119 Seven Mile  West","42.4292297000","-83.2402267000","DIMITRIYS GOLD & DIAMOND BROKERS"
"20201 Seven Mile  West","42.4292107000","-83.2410202000","Hayden Food & Drugs"
"20201 Seven Mile  West","42.4292107000","-83.2410202000","HEYDEN DRUGS"
"7248 Rutland","42.3456535000","-83.2124786000","WESTPARK  MANOR APARTMENTS"
"7260 RUTLAND","42.3456676000","-83.2124808000","WESTPARK MANOR APARTMENTS"
"17241 Ryan","42.4204636000","-83.0626831000","Rampart Industries"
"17350 Ryan","42.4217186000","-83.0611496000","ALPHA RESINS INC"
"17385 Ryan","42.4219818000","-83.0634079000","METROPOLITAN ALLOYS CORPORATION"
"17600 Ryan","42.4239388000","-83.0545807000","DEPARTMENT OF CORRECTIONS"
"17600 Ryan","42.4239388000","-83.0545807000","RYAN REGIONAL CORRECTIONAL FACILITY"
"17891 Ryan","42.4252586000","-83.0629501000","Metal Design & Manufacturing"
"17900 Ryan","42.4254112000","-83.0610123000","JUDD INDUSTRIAL CONTRACTING INC."
"18100 Ryan","42.4273605000","-83.0624695000","Building Shell"
"18445 Ryan","42.4280396000","-83.0631104000","MR. J'S BARBER"
"18514 Ryan","42.4288139000","-83.0626984000","F & S MARKET"
"18549 Ryan","42.4292068000","-83.0630417000","MODERN WAY CLEANERS"
"18559 Ryan","42.4294281000","-83.0631866000","AMEN-RA'S PLACE"
"18571 Ryan","42.4296300000","-83.0631100000","Residential Home"
"18601 Ryan","42.4299507000","-83.0632172000","FIRE DEPARTMENT - ENGINE 56"
"18818 RYAN","42.4313507000","-83.0626907000","FLOYD'S"
"18818 RYAN","42.4313507000","-83.0626907000","FLOYD'S PLACE"
"18875 Ryan","42.4315491000","-83.0631866000","Pershing High School"
"20615 Seven Mile  West","42.4291191000","-83.2456436000","United Car Company"
"34133 SCHOOLCRAFT","42.3814697000","-83.3815689000","GILLIS ELECTRIC INC"
"2943 Richton","42.3845482000","-83.1207886000","OZELLA WINGATE"
"20274 Schaefer","42.4425812000","-83.1804276000","Norfolk Condominiums"
"15420 West Chicago","42.3655049000","-83.1964833000","West Chicago Wellness"
"14351 SECOND Avenue","42.4073800000","-83.1029700000","CITY OF DETROIT PUBLIC LIGHTING DEPARTMENT - WOODWARD TERMINAL"
"13425 Schaefer","42.3872414000","-83.1786728000","Beauty Spot"
"7208 WEST FORT","42.3027200000","-83.1134800000","MOTZ'S BURGERS INC"
"13426 Schaefer","42.3859367000","-83.1782684000","UNITED STATES POST OFFICE"
"15439 SCHOOLCRAFT Avenue","42.3869438000","-83.1973419000","15439 CITGO GAS STATION"
"13437 Schaefer","42.3869440000","-83.1786618000","Detroit Kidney Center"
"16151 SCHOOLCRAFT Avenue","42.3866700000","-83.2050500000","CITY HOOKAH LOUNGE, INC."
"13465 SCHAEFER","42.3871498000","-83.1786652000","FISH  AND  CHICKEN STOP"
"15819 SCHOOLCRAFT Road","42.4072533000","-83.1991196000","CRYSTAL HOMECARE"
"22999 Seven Mile  West","42.4289894000","-83.2699432000","BABCOCK MANAGEMENT"
"13501 Schaefer","42.3877716000","-83.1786423000","DISCIPLES OF CHRIST B.C."
"2000 SECOND Avenue","42.3334045000","-83.0571976000","DTE"
"7305 West chicago","42.3663851000","-83.1421500000","Mim's & Sons Automotive"
"20449 Schaefer","42.4435692000","-83.1812973000","Cee's Soul Food"
"3230 Richton","42.3840904000","-83.1236191000","RAYMOND LASH"
"18900 Ryan","42.4325485000","-83.0628738000","AT&T"
"895 South Dix","42.2890739000","-83.1574554000","Lucky's Welding"
"3240 Richton","42.3840294000","-83.1237869000","KENNETH WILLIAMS"
"19151 Schoolcraft Road","42.3861313000","-83.2293930000","GERALD BURTON"
"28501 RYAN RD SUITE C","42.5023994000","-83.0677872000","DETROIT AUTOMCTIC SPRINKLER, LLC"
"20449 Schaefer","42.4435692000","-83.1812973000","DaCatch"
"18000 Ryan Road","42.4261017000","-83.0623932000","LULA'S NEVADA CONEY ISLAND LLC"
"7324 Seven Mile  West","42.4317818000","-83.1452789000","Buy Rite Music"
"260 SCHWEIZER","42.3315100000","-83.0352599000","NO STRUCTURE"
"371 S Dix","42.2944336000","-83.1529617000","Dix Wrench Works"
"20101 Seven Mile Road","42.4292297000","-83.2400284000","SAMUEL MAY"
"20477 Schaefer","42.4439468000","-83.1811295000","SHAKE AND BAKE WELLNESS CENTER"
"3839 Richton","42.3818398000","-83.1286316000","D. ROBINSON"
"9330 Roselawn","42.3642998000","-83.1492691000","BOB KIRKMAN"
"2000 SECOND Avenue","42.3334045000","-83.0571976000","DTE Energy"
"13900 Schaefer","42.3881912000","-83.1781769000","Mary's Grill"
"21222 Seven Mile Road -  West","42.4293938000","-83.2518845000","LIFELINE WORSHIP CENTER"
"13910 Schaefer","42.3881912000","-83.1783981000","Mary's Grill"
"9370 Roselawn","42.3647804000","-83.1492920000","ROSELAWN AUTO COLLISION"
"13922 Schaefer","42.3885612000","-83.1781998000","THE PROTECTERS COMPANY INC"
"23700 Seven Mile Road  West","42.4291534000","-83.2743149000","SEVEN TEL PARTY STORE INC"
"2000 SECOND Avenue","42.3334045000","-83.0571976000","DTE ENERGY"
"1701 S FORT","42.2771530000","-83.1539536000","HAZ-MAT LEVEL II"
"1000 Scotten","42.3160706000","-83.0895309000","Detroit Public Schools"
"14007 SCHAEFER","42.3890500000","-83.1789000000","SAMS AUTO SALES 1 INC"
"14961 Rosemont","42.3983900000","-83.2206800000","Jamilia king"
"2000 SECOND Avenue","42.3334045000","-83.0571976000","DTE Energy Complex"
"17320 Rosemont","42.4167671000","-83.2209396000","SAINT SYLVESTER MONASTERY"
"5640 SAINT JEAN","42.3923683000","-82.9862976000","BLAZE CONTRACTING, INC."
"14025 SCHAEFER","42.3892300000","-83.1789299000","SAM'S WELDING, LLC"
"20490 SCHAEFER","42.4441400000","-83.1803599000","Barclay Manor"
"100 Seward","42.3747215000","-83.0786133000","VACANT"
"4055 Richton","42.3816185000","-83.1294327000","DETROIT PUBLIC SCHOOLS-BIRNEY"
"1500 SCOTTEN","42.3186188000","-83.0913620000","Western - Detroit Public Schools"
"14044 Schaefer","42.3903503000","-83.1761017000","CAASTI CONTRACTING SVCS INC"
"1920 SCOTTEN","42.3213692000","-83.0940018000","CONKLIN CREATIVE"
"1110 Seward","42.3718605000","-83.0858231000","HENRY FORD KIDS CHILD CARE CENTER"
"1260 RICKETT RD","42.5175095000","-83.7721176000","MUTUAL ELECTRIC"
"20501 Schaefer","42.4443092000","-83.1813202000","SCHAEFER MANOR, LLC"
"14044 Schaefer","42.3903503000","-83.1761017000","Coolidge Terminal"
"18929 ROSEMONT","42.4281387000","-83.2221222000","JAMES TRAYNHAM"
"18288 San Juan","42.4256400000","-83.1462200000","Family"
"2000 SECOND Avenue","42.3334043000","-83.0571991000","General Office Building"
"1921 Scotten","42.3211632000","-83.0942764000","MUSTAFA, SKENDER"
"112 Seward","42.3746605000","-83.0787811000","NEW CENTER SQUARE"
"150 Riopelle","42.3331400000","-83.0294783000","Building Shell"
"20516 Schaefer","42.4443283000","-83.1803665000","H & S MARKET, INC."
"14100 Schaefer","42.3901329000","-83.1784210000","CITY OF DETROIT-DEPT OF TRANSPORTATION"
"6881 Rosemont","42.3422900000","-83.2185499000","Single Family Dwelling"
"170 SANDBAR","42.3611012000","-82.9641429000","C & H FIRE PROTECTION"
"2000 SECOND Avenue","42.3334043000","-83.0571991000","Service Building"
"2200 Scotten","42.3239403000","-83.0956116000","MEXICAN MARKET"
"1153 Seward","42.3711700000","-83.0862579000","BLOUNT, TOMMIE"
"2448 Riopelle","42.3461990000","-83.0381470000","SALT AND CEDAR LETTERPRESS"
"20520 Schaefer","42.4444084000","-83.1803665000","BLACKSTONE BARBER & BEAUTY SAL"
